
Erro: -2064.375000
Erro: -4518.875000
Erro: -4329.375000
Erro: -5607.875000
Erro: -6514.125000
Erro: -8616.875000
Erro: -8718.875000
Erro: -8508.250000
Erro: -4054.750000
Erro: 853.250000
Erro: 737.500000
Erro: 2103.875000
Erro: 6106.375000
Erro: 7503.375000
Erro: 6693.000000
Erro: 4132.750000
Erro: 3211.500000
Erro: -1417.375000
Erro: -2450.750000
Erro: -966.000000
Erro: -4801.250000
Erro: -4291.625000
Erro: -1693.813125
Erro: 2313.677000
Erro: 1287.182250
Erro: 3066.139000
Erro: 1014.543000
Erro: -629.271750
Erro: 4339.115500
Erro: 4678.314500
Erro: 5651.693500
Erro: 6668.212000
Erro: 4675.360500
Erro: 8094.761500
Erro: 6018.185500
Erro: 2865.806750
Erro: 2101.465000
Erro: 866.183400
Erro: 982.957500
Erro: -1506.810500
Erro: -69.040040
Erro: 1246.673375
Erro: 2617.509750
Erro: 2881.885500
Erro: 1225.758250
Erro: -170.978275
Erro: -148.677975
Erro: -3700.931750
Erro: -1537.098625
Erro: -2400.441500
Erro: -1293.985625
Erro: -647.488750
Erro: -973.138900
Erro: -507.432750
Erro: 257.278075
Erro: 870.277800
Erro: 1625.028750
Erro: 342.261475
Erro: 446.205400
Erro: 943.103900
Erro: -1712.740000
Erro: 865.376200
Erro: -174.573000
Erro: 10.543458
Erro: 66.577150
Erro: -298.990100
Erro: 704.713000
Erro: -729.111100
Erro: -80.643905
Erro: -216.579825
Erro: -44.656740
Erro: 783.514150
Erro: -163.975100
Erro: -878.578600
Erro: 69.150880
Erro: -262.324475
Erro: -118.731450
Erro: -155.830388
Erro: -100.729000
Erro: -860.929400
Erro: -571.525400
Erro: 333.748775
Erro: -175.879088
Erro: 266.384025
Erro: 96.662480
Erro: 538.752800
Erro: -68.492555
Erro: -350.464000
Erro: -208.337888
Erro: -761.185550
Erro: 409.102550
Erro: 250.312750
Erro: -196.546750
Erro: -166.272100
Erro: 12.131500
Erro: -177.458988
Erro: 93.088380
Erro: -196.853025
Erro: -109.338875
Erro: -281.163575
Erro: -459.777350
Erro: -151.182613
Erro: 123.591313
Erro: -238.341800
Erro: -162.451663
Erro: -7.937012
Erro: 175.939938
Erro: -11.684570
Erro: 86.747740
Erro: -113.841675
Erro: -245.614500
Erro: -215.979250
Erro: -77.064055
Erro: -182.368038
Erro: -23.135375
Erro: -31.703125
Erro: -17.690323
Erro: -218.080200
Erro: -112.443600
Erro: 126.692375
Erro: 104.223388
Erro: -86.850590
Erro: 147.717038
Erro: -51.645995
Erro: -71.337890
Erro: -41.398073
Erro: -146.256988
Erro: -241.218025
Erro: -65.493165
Erro: 9.747986
Erro: -43.863035
Erro: 44.408845
Erro: 73.708130
Erro: 16.167969
Erro: 55.750060
Erro: -88.880250
Erro: 75.695310
Erro: -41.162048
Erro: -32.325440
Erro: -115.136413
Erro: 9.377197
Erro: -38.628418
Erro: -6.065064
Erro: -27.774415
Erro: -23.471680
Erro: 15.312988
Erro: 16.617920
Erro: 113.320313
Erro: 39.914550
Erro: -76.392580
Erro: 64.489500
Erro: -10.005615
Erro: 23.396240
Erro: -57.139895
Erro: 16.350525
Erro: -19.096314
Erro: -9.004150
Erro: -1.370850
Erro: -18.285645
Erro: 29.287110
Erro: -23.017823
Erro: -8.398926
Erro: 51.948975
Erro: -38.034913
Erro: -10.907715
Erro: 32.807618
Erro: -1.565918
Erro: 5.631348
Erro: -23.548340
Erro: 40.618165
Erro: 9.667480
Erro: -10.745118
Erro: 35.014648
Erro: -46.279540
Erro: 55.882570
Erro: 3.359863
Erro: 44.143065
Erro: 1.277588
Erro: -34.113770
Erro: 9.418655
Erro: 4.787110
Erro: 2.270691
Erro: -47.847900
Erro: 7.648377
Erro: -29.440278
Erro: -23.549318
Erro: -4.915528
Erro: -35.334960
Erro: -22.953125
Erro: -31.739745
Erro: -19.448120
Erro: -5.844116
Erro: -24.046143
Erro: 24.126465
Erro: -9.191895
Erro: -39.778930
Erro: -48.446775
Erro: 32.804825
Erro: 38.052978
Erro: -8.601318
Erro: -0.520020
Erro: -24.365968
Erro: 58.191195
Erro: -34.940185
Erro: 6.428223
Erro: 47.388670
Erro: -39.237305
Erro: -13.443359
Erro: 1.480469
Erro: 16.449219
Erro: 7.927735
Erro: -20.767090
Erro: -36.426025
Erro: 33.166900
Erro: -18.047150
Erro: -13.796448
Erro: -18.176758
Erro: -3.577393
Erro: -4.518860
Erro: -16.484375
